Rating_Number,Votes_Number,Computer_Score,Group_Rank,Group_Rank_Size,Total_Rank,Total_Rank_Size,HDMI,Keyboard,Generation,GPU,Solid State Drive,Microphone In,Process Node,USB Ports,RAM,SSD Interface,Touch,Anti Glare Screen,Speed,Cores,Cache,Inbuilt Microphone,Utility,OS,Keyboard Backlit,Optical Drive,Resolution,RAM Bus Speed,Headphone Jack,Battery,Dimensions,Ethernet,Model,Size,Sales Package,PPI,Speakers,Camera,WiFi,Brand,Series,Battery Details,Type,Touchpad,Warranty,Features,Security Lock Port,Processor,Adapter Type,Bluetooth,Weight,Device Type,Price
4.4,996,2,30,260,944,2352,1 x HDMI Port,"Single (Red), No",11th Gen,NVIDIA GeForce GTX 1650,512GB,Yes,No,"1 x USB Type-C, 3 x USB 3.0",8GB DDR4,NVMe,No,Yes,6 x 2.2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",12MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,3 Cell Battery,No,Yes,"11SC-1401IN, GF63 Thin 11SC-1401IN",15.6inches,"Laptop, battery, power adapter, user guide",~ 141PPI,Build-in Dual Speakers,Yes,Intel 6 AX201(2*2 ax),Intel,GF63 Thin,No,IPS-Level,Yes,2years Warranty,No,Yes,11th Gen Intel Core i5 11400H,No,v5.2,1.86kg,Netbook,49990.0
4.3,742,2,88,447,939,2352,1 x HDMI v1.4b Port,"Full-size, Backlit, Natural Silver Keyboard with Numeric Keypad",11th Gen,Intel Integrated Iris Xe,512GB,Yes,10 nm SuperFin,"1 x USB Type-C, 2 x USB Type-A, 2 x USB 3.0",16GB DDR4,NVMe,No,Yes,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Cores,"Quad Core, 8 Threads",8MB,Dual Array Digital Microphones,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,"41Wh, 3 Cell Battery",358x242x17.9mm,No,15s-fr4001TU,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,HP True Vision 720p HD Camera,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),Intel,15s-fr4001TU,41 Wh Li-ion,IPS,HP Imagepad with Multi-touch Gesture Support,1year Onsite Warranty,"250 nits, 45% NTSC",No,11th Gen Intel Core i5 1155G7,65 W Smart AC power adapter,v5,1.69kg,Ultrabook,55990.0
4.25,286,2,81,447,927,2352,1 x HDMI 2.1 Port,"Backlit Chiclet Keyboard, Yes",12th Gen,Intel Integrated Iris Xe,512GB,No,10 nm,"2 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",8GB DDR4,NVMe PCIe Gen4,No,Yes,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Performance Cores  8 x 1.8GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1200pixels,No,No,"70Wh, 3 Cell Battery",316.4x224.5x18.9mm,No,S3402ZA-LY522WS,14inches,"Laptop, battery, power adapter, user guide",~ 162PPI,Built-in Speakers,720p HD camera,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Intel,Core i5,70WHrs Li-ion,"LED Backlit, IPS-level Panel,",Yes,1year Onsite Warranty,"300nits, 45% NTSC color gamut",No,12th Gen Intel Core i5 12500H,90W AC Adapter,v5,1.5kg,Ultrabook,54990.0
4.45,66,3,19,319,1362,2352,1 x HDMI Port,English Keyboard,7th Gen,AMD Radeon Graphics,512GB,Yes,TSMC 6nm FinFET,"1 x USB Type-C, 2 x USB 3.0",8GB LPDDR5,NVMe PCIe Gen3,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.1GHz) Cores,"Quad Core, 8 Threads",4MB,Yes,Performance,Windows 11 Home (64-bit),No,No,1920x1080pixels,4800MHz,Yes,No,359.2x235.8x19.9mm,Yes,82YU00W7IN,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 147PPI,Yes,Yes,Yes,AMD,V15 G4,No,TN LED Display,Yes,1year Onsite Warranty,"250 nits, Contrast Ratio: 500:1",Yes,7th Gen AMD Ryzen 3 7320U,65W AC Adapter,Yes,1.65kg,Ultrabook,33999.0
4.1,1,3,62,345,1468,2352,1 x HDMI v1.4b Port,Full Size Jet Black Keyboard with Numeric Keypad,11th Gen,Intel Integrated UHD,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,No,No,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB,Integrated Dual Array Digital Microphone,Performance,Windows 11 Home (64-bit),No,No,1920x1080pixels,No,Yes,3 Cell Battery,358x242x17.9mm,No,15s-fq2673TU,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,IEEE 802.11a/b/g/n/ac (2x2),Intel,15s,No,LED,HP Imagepad with Multi-touch Gesture Support,1year Onsite Warranty,"Full HD LED Backlit Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut)",No,11th Gen Intel Core i3 1115G4,No,v5,1.69kg,Ultrabook,40990.0
4.05,350,3,222,272,2015,2352,1 x HDMI 1.4 Port,"English International , Yes",No,AMD Radeon,512GB,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,No,4 x 2.1GHz Cores,Quad Core,No,Built-in Microphone,"Everyday Use, Performance",Windows 11 Home (64-bit),Yes,No,1920x1080pixels,2666MHz,Yes,3 Cell Battery,358x235x18.9mm,No,Inspiron 3515,15.6inches,"Laptop, Battery, Adapter, Cables and User Manual",~ 141PPI,Built-in Speaker,Yes,802.11ac,AMD,Inspiron,No,Full HD WVA AG Narrow Border Display,Yes,1year Onsite Warranty,No,Kensington Lock Port,AMD Ryzen 5  3450U,No,v5,1.8kg,Ultrabook,45690.0
4.1,631,3,67,178,2047,2352,1 x HDMI Port,"100-/101-/104-key FineTip keyboard with independent numeric keypad, international language support, and power button",No,Intel Integrated UHD,256GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB LPDDR5,NVMe PCIe Gen4,No,Yes,8 x (Turbo Speed upto 3.8GHz) Cores,"Octa Core, 8 Threads",6MB,No,"Everyday Use, Performance",Windows 11 Home (64-bit),No,No,1920x1080pixels,No,Yes,"40Wh, 3 Cell Battery",362x237x18.9mm,Yes,EX215-33,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Two built-in stereo speakers,720p HD,WI-Fi 6,Intel,Extensa 15,40 Wh Li-ion battery,LED-backlit TFT LCD,Multi-gesture touchpad,1year Warranty,No,Yes,Intel Core i3 N305,45 W AC adapter,v5.1,1.7kg,Netbook,31990.0
4.25,240,3,20,319,1365,2352,1 x HDMI Port,Single backlight Keyboard(White),11th Gen,Intel Integrated UHD,512GB,Yes,10 nm SuperFin,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",8GB DDR4,NVMe PCIe Gen4,No,Yes,2 x 3GHz (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,3 Cell Battery,319.9x223x19.35mm,No,Modern 14 C11M-031IN,14inches,"Laptop, Power adapter",~ 157PPI,Built-in Speakers,Yes,Intel Wi-Fi 6 AX201(2*2 ax),Intel,Modern,No,IPS-Level,Yes,1year Warranty,45%NTSC,No,11th Gen Intel Core i3 1115G4,No,v5.2,1.4kg,Ultrabook,34990.0
4.7,105,2,124,292,756,2352,1 x HDMI Port,"83- 84- 87-key full-size FineTip with international language support, Yes",13th Gen,Intel Integrated Iris Xe,512GB,Yes,No,"2 x USB Type-C, 2 x USB 3.0",16GB LPDDR5,NVMe PCIe Gen4,No,Yes,4 x (Turbo Speed upto 4.7GHz) Performance Cores  8 x (Turbo Speed upto 3.5GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,2880x1800pixels,No,Yes,"65Wh, 4 Cell Battery",312.9x217.9x14.9mm,Yes,SFG14-71,14inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 243PPI,Stereo,Yes,IEEE 802.11 a/b/g/n+ac+ax,Intel,Swift Go 14,65 Wh,No,Yes,1year Onsite Warranty,High-brightness (400 nits) Acer CineCrysta,Yes,13th Gen Intel Core i5 13500H,100 W PD AC adaptor,v5.2,1.25kg,Ultrabook,79990.0
4.4,112,3,71,345,1497,2352,No,Isolated Keys keyboard with touchpad with multi gesture and scrolling Function,3rd Gen,AMD Radeon Radeon Graphics,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",16GB DDR4,No,No,No,4 x 2.1GHz (Turbo Speed upto 3.7GHz) Cores,"Quad Core, 8 Threads",4MB,Built-in Dual Microphones,"Everyday Use, Business, Performance",Windows 11 Home (64-bit),No,No,1366x768pixels,No,No,3 Cell Battery,325.9x226.9x20.9mm,Gigabit Ethernet,"Z2-493, Z2-493",14inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 112PPI,Two built-in speakers,Yes,802.11b/g/n/ac wireless LAN,AMD,Ryzen 5,No,"HD, Acer ComfyView LED-backlit TFT LCD",Touchpad with Multi-touch Gesture Support,1year Warranty,No,Security Lock Slot,3rd Gen AMD Ryzen 5 3500U,No,v4.2,1.5kg,Ultrabook,37990.0
4.4,78,2,22,227,267,2352,1 x HDMI 2.1 Port,"Backlit Chiclet Keyboard with Num-key, 1.4mm Key-travel",13th Gen,NVIDIA Geforce RTX 3050,1TB,Yes,10 nm,"1 x USB Type-C, 2 x USB Type-A, 2 x USB 3.0",16GB DDR4,NVMe,No,Yes,6 x 2.6GHz (Turbo Speed upto 5.4GHz) Performance Cores  8 x 1.9GHz (Turbo Speed upto 4.1GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB,Built-in array microphone,Gaming,Windows 11 Home (64-bit),Yes,No,1920x1200pixels,No,Yes,"50Wh, 3 Cell Battery",358x247.7x20mm,No,K3605VC-MB951WS,16inches,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",~ 283PPI,Built-in Speaker,720p HD Camera With Privacy Shutter,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Intel,Vivobook 16X,"50WHrs, 3S1P",LED,Yes,1year Onsite Warranty,"300nit Brightness, NTSC: 45%",No,13th Gen Intel Core i9 13900H,120W AC Adapter,v5.3,1.8kg,Netbook,109990.0
4.05,198,2,191,481,1212,2352,1 x HDMI Port,"Full-size, backlit, Natural Silver keyboard, Yes",5th Gen,AMD Radeon Graphics,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",16GB DDR4,No,No,Yes,8 x 1.8GHz (Turbo Speed upto 4.3GHz) Cores,"Octa Core, 16 Threads",8MB,Built-in Dual Array Digital Microphones,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,3 Cell Battery,324x225x18mm,No,14s-fy1005AU,14inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 157PPI,Built-in Dual Speakers,Yes,Realtek Wi-Fi CERTIFIED 6 (2x2),AMD,Pavilion,No,IPS,Multi-touch Gesture Support,1year Onsite Warranty,"Full HD IPS, Micro-edge, Dropbox Brightness: 250 nits, Color Gamut: 45%NTSC",No,5th Gen AMD Ryzen 7  5700U,No,v5,1.46kg,Ultrabook,59990.0
4.4,158,2,20,272,1120,2352,1 x HDMI Port,Single backlight Keyboard(White),7th Gen,AMD Radeon AMD,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",16GB DDR4,NVMe PCIe Gen3,No,No,6 x 2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",16MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,"39.3Wh, 3 Cell Battery",319.9x223x19.35mm,No,Modern 14 C7M-062IN,14inches,"Laptop, Power adapter",~ 157PPI,Built-in Speakers,HD type (30fps@720p),AMD 6E RZ608,AMD,Modern 14,39.3 WHrs Li-ion,IPS-Level,Yes,1year Warranty,45%NTSC,No,7th Gen AMD Ryzen 5 7530U,65W adapter,v5.2,1.4kg,Ultrabook,45990.0
4.4,2,2,107,481,840,2352,1 x HDMI v2.0b Port,Backlit Chiclet Keyboard 1-Zone RGB,4th Gen,NVIDIA GeForce GTX 1650,512GB,Yes,TSMC 7nm FinFET,"1 x USB Type-C, 3 x USB Type-A, 3 x USB 3.0",8GB DDR4,NVMe PCIe Gen3,No,Yes,6 x 3GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Built-in array microphone,Gaming,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,"90Wh, 4 Cell Battery",399x268x24.8mm,10/100/1000 Mbps,FA706IHRB-HX041W,17.3inches,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",~ 127PPI,Dual Speakers,720p HD camera,Wi-Fi 6 (802.11ax) (Dual band) 2*2,AMD,TUF Gaming A17,90 WHrs,IPS Display,Yes,1year Onsite Warranty,"250 nits Brightness,  45% NTSC, 62.5% sRGB",No,4th Gen AMD Ryzen 5  4600H,150W AC Adapter,v5.1,2.6kg,Netbook,58890.0
4.3,544,2,3,332,268,2352,1 x HDMI Port,"Single (Red), No",11th Gen,NVIDIA GeForce RTX 3050,256GB,Yes,No,"1 x USB Type-C, 3 x USB 3.0",16GB DDR4,NVMe,No,Yes,8 x 2.3GHz (Turbo Speed upto 4.6GHz) Cores,"Octa Core, 16 Threads",24MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,3 Cell Battery,359x254x21.7mm,Yes,11UC-1294IN,15.6inches,"Laptop, battery, power adapter, user guide",~ 141PPI,Build-in Dual Speakers,HD type (30fps@728p),Intel 6 AX201(2*2 ax),Intel,GF63 Thin,No,IPS-Level,Yes,2years Warranty,45%NTSC,No,11th Gen Intel Core i7 11800H,120W adapter,v5.2,1.86kg,Netbook,72990.0
4.3,3,2,169,481,1025,2352,1 x HDMI Port,Yes,12th Gen,NVIDIA GeForce GTX 1650,512GB,Yes,12 nm,"1 x USB Type-C, 3 x USB 3.0",16GB,No,No,No,4 x 1.7GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 1.2GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12MB,Built-in Digital Microphone,Gaming,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,No,"50Wh, 3 Cell Battery",362.3x237.4x19.9mm,Yes,"A715-5G, Aspire 7 Gaming",15.6inches,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",~ 141PPI,Built-in Dual Stereo Speaker,Yes,"802.11a/b/g/n+ax Wireless LAN, Wi-Fi M.2 (NGFF) 2230 PCI-E Interface",Intel,Aspire 7,No,"Full HD,",Yes,1year Warranty,No,Yes,12th Gen Intel Core i5 1240P,No,v5.2,2.1kg,Netbook,60990.0
4.3,3,2,16,481,502,2352,1 x HDMI 2.0 Port,"White Backlit, English, Yes",11th Gen,NVIDIA GeForce GTX 1650,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,NVMe,No,Yes,4 x 3.1GHz (Turbo Speed upto 4.4GHz) Cores,"Quad Core, 8 Threads",8MB,Built-in Dual Array Microphone,Gaming,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,No,45Wh Battery,359.6x251.9x24.2mm,100/1000M (RJ-45),82K101GSIN,15.6inches,"Laptop, Battery, Adapter, Cables, User Manuals",~ 141PPI,Built-in 2W Dual Stereo Speakers,Yes,"6, 11ax 2x2",Intel,IdeaPad Gaming 3,45Wh,IPS,Yes,1year Warranty,"250 nits , 45% NTSC",No,11th Gen Intel Core i5 11300H,No,v5,2.25kg,Netbook,57500.0
4.4,13,3,153,447,1602,2352,1 x HDMI Port,No,10th Gen,NVIDIA GeForce GTX Graphics GTX 1650,512GB,Yes,No,2 x USB 3.0,8GB DDR4,No,No,No,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Cores,"Quad Core, 8 Threads",8MB,Yes,Gaming,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,No,No,Yes,"NH.Q97SI.001, Aspire 7",15.6inches,"laptop, Adaptor, User Nanual",~ 141PPI,No,Yes,Yes,Intel,Core i5,No,No,Yes,1year Warranty,No,Yes,10th Gen Intel Core i5 10300H,No,Yes,No,Netbook,53990.0
4.3,1,2,118,447,1050,2352,1 x HDMI v1.4b Port,Full-size Jet Black Keyboard with Numeric Keypad,11th Gen,Intel Integrated Iris Xe,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,No,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Integrated Dual Array Digital Microphone,Performance,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,2666MHz,Yes,"41Wh, 3 Cell Battery",358x242x17.9mm,No,15s-FQ2535TU,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),Intel,15s,No,LED,HP Imagepad with Multi-touch Gesture Support,1year Onsite Warranty,"Full HD LED Backlit Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut)",No,11th Gen Intel Core i5 1135G7,No,v5,1.69kg,Ultrabook,56999.0
4.15,282,2,102,481,828,2352,1 x HDMI Port,99- 100- 103-key,12th Gen,NVIDIA GeForce RTX 2050,512GB,Yes,12 nm,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,No,No,No,4 x 1.7GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 1.2GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12MB,Built-in Digital Microphone,"Everyday Use, Gaming, Business, Performance",Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,No,"50Wh, 3 Cell Battery",362x237x17.9mm,No,A515-57G,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built In Dual Stereo Speakers,Yes,802.11a/b/g/n+ax wireless LAN,Intel,Aspire 5,No,"Full HD, IPS",Touchpad with Multi-touch Gesture Support,1year Warranty,No,Kensington Lock Slot,12th Gen Intel Core i5 1240P,90 W AC adapter,v5.2,1.8kg,Netbook,57600.0
4.55,92,3,34,319,1475,2352,1 x HDMI 1.4b Port,Full-size keyboard with numeric keypad,11th Gen,Intel Integrated,256GB,Yes,10 nm SuperFin,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,NVMe,No,Yes,2 x 3GHz (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB,Integrated Digital Microphone,Everyday Use,Windows 11 Home (64-bit),No,No,1366x768pixels,2666MHz,Yes,"41Wh, 3 Cell Battery",No,Realtek RTL8111HSH-CG 10/100/1000 GbE NIC,"250 G8, Notebook",15.6inches,"Laptop, AC Adapter, User Guide, Manuals",~ 100PPI,Stereo speakers,720p HD camera,Realtek 802.11a/b/g/n/ac (2x2),Intel,Core i3,41 Wh Li-ion,"HD (1366 x 768) narrow bezel,",Touchpad with multi-touch gesture support,1year Warranty,No,No,11th Gen Intel Core i3 1115G4,HP Smart 65 W EM External AC power adapter,v5,No,Netbook,33990.0
4.2,644,3,152,260,1602,2352,1 x HDMI Port,"Full-size, backlit, Natural Silver keyboard, Yes",5th Gen,AMD Radeon Graphics,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",16GB DDR4,No,No,No,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,3 Cell Battery,324x225x18mm,No,14s- fy1003AU,14inches,"Laptop, battery, Power adapter, warranty document, user guide, USB Ethernet adapter",~ 157PPI,Dual speakers,Yes,Realtek Wi-Fi CERTIFIED 6,AMD,Pavilion,No,"Full HD, IPS",HP Imagepad with Multi-touch Gesture Support,1year Onsite Warranty,"Micro-edge, BrightView (250 nits Brightness, 45% NTSC Color Gamut)",No,5th Gen AMD Ryzen 5  5500U,No,v5.2,1.46kg,Ultrabook,47990.0
3.95,1,3,46,345,1401,2352,1 x HDMI v1.4b Port,Standard English Keyboard,10th Gen,Intel Integrated,512GB,Yes,No,"1 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Built-In Dual Array Microphone,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,45Wh Battery,359.2x236.5x19.9mm,No,Ideapad Slim 3i,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-In Dual Stereo Speakers,Yes,11 ac (2x2),Intel,Ideapad Slim 3i (2021),No,Full HD LED Backlit,65W Adapter,2years Onsite Warranty,250 nits Brightness,No,10th Gen Intel Core i3 1135G7,No,v5,1.65kg,Ultrabook,37990.0
4.35,55,3,37,178,1687,2352,1 x HDMI Port,Isolated Keys keyboard with touchpad with multi gesture and scrolling Function,3rd Gen,AMD Radeon Graphics,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,NVMe,No,No,2 x 2.6GHz (Turbo Speed upto 3.5GHz) Cores,"Dual Core, 4 Threads",4MB,Built-in Dual Microphones,"Everyday Use, Business, Performance",Windows 11 Home (64-bit),No,No,1366x768pixels,No,No,"36Wh, 3 Cell Battery",325.9x226.9x20.9mm,Gigabit Ethernet,Z2-493,14inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 112PPI,Two built-in Speakers,HD Webcam,IEEE 802.11b/g/n/ac,AMD,Ryzen 3,No,LED-backlit TFT LCD,Multi-touch Gesture Support,1year Onsite Warranty,"HD, Acer ComfyView L",Security Lock Slot,3rd Gen AMD Ryzen 3  3250U,No,v4.2,1.5kg,Ultrabook,29990.0
4.55,81,3,23,319,1384,2352,1 x HDMI Port,Chiclet Keyboard,11th Gen,Intel Integrated Intel UHD,512GB,Yes,10 nm SuperFin,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",8GB DDR4,NVMe,No,Yes,2 x 3GHz (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB,Yes,"Everyday Use, Business, Performance",Windows 11 Home (64-bit),No,No,1920x1080pixels,3200MHz,Yes,"37Wh, 2 Cell Battery",325.4x216x19.9mm,No,X1400EA-EK322WS,14inches,"Laptop, Power Adaptor, User Guide",~ 157PPI,Built In Speaker,Yes,"Wi-Fi 5 (802.11ac) 2*2, Wi-Fi 5 (802.11ac) 2*2",Intel,Vivobook 14,\u200e37 Watt Hours,"IPS-level Panel, FHD",MultiGesture Touchpad,1year Onsite Warranty,"250nits, NTSC: 45%",No,11th Gen Intel Core i3 1115G4,\u200e45 Watts,v4.2,1.6kg,Netbook,34990.0
4.6,77,2,29,332,386,2352,1 x HDMI 2.1 Port,"Backlit Chiclet Keyboard with Num-key, Yes",12th Gen,NVIDIA GeForce RTX 3050,512GB,Yes,10 nm,"1 x USB Type-C, 2 x USB 3.0",16GB DDR4,NVMe PCIe Gen3,No,Yes,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores  4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1200pixels,3200MHz,Yes,"63Wh, 3 Cell Battery",358.6x249.1x18.9mm,No,K3605ZC-MB541WS,16inches,"Laptop, battery, power adapter, user guide",~ 142PPI,Built-in Speakers,Yes,6E(802.11ax) Dual band) 2*2,Intel,Vivobook 16X (2023),No,"LED Backlit, IPS-level Panel",Yes,1year Onsite Warranty,"300nits, 45% NTSC color gamut, display",No,12th Gen Intel Core i5 12450H,120W AC Adapter,v5,1.8kg,Ultrabook,72990.0
4.25,4,2,11,272,1008,2352,1 x HDMI 1.4b Port,"Full-size, backlit, natural silver keyboard, Yes",5th Gen,AMD Radeon AMD,512GB,Yes,No,"1 x USB Type-C, 2 x USB 2.0",8GB DDR4,No,No,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Built-in Dual Array Digital Microphones,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,"41Wh, 3 Cell Battery",324x225x17.9mm,No,14s-fq1092au,14inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 157PPI,Built-in Speaker,Yes,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1),AMD,Ryzen 5,No,"Full HD, IPS, Micro-edge, BrightView",HP Imagepad with multi-touch gesture support,1year Onsite Warranty,"Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC",No,5th Gen AMD Ryzen 5  5500U,No,v4.2,1.46kg,Ultrabook,44990.0
4.15,100,2,5,231,75,2352,1 x HDMI 2.1 Port,Backlit Chiclet Keyboard,13th Gen,NVIDIA GeForce RTX 4050,1TB,Yes,10 nm,"2 x USB Type-C, 2 x USB Type-A, 2 x USB 3.0",16GB DDR5,NVMe PCIe Gen4,No,Yes,6 x 2.6GHz (Turbo Speed upto 5.4GHz) Performance Cores  8 x 1.9GHz (Turbo Speed upto 4.1GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB,Yes,Everyday Use,Windows 11 Home (64-bit),Yes,No,2880x1620pixels,No,Yes,"70Wh, 3 Cell Battery",359x234x19.9mm,Yes,K6502VU-MA951WS,15.6inches,"Main Unit, Charging Cable, Charging Adapter",~ 141PPI,Built-in Speakers,1080p FHD camera With privacy shutter,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Intel,VivoBook Pro 15 OLED,70WHrs,OLED,Yes,1year Warranty,400 nits Brightness & 600 nits HDR Peak Brightness,No,13th Gen Intel Core i9 13900H,150W AC Adapter,v5.3,1.8kg,Netbook,160000.0
4.25,114,3,269,332,1497,2352,1 x HDMI 2.1 Port,"Full-size, backlit, Natural Silver keyboard, Yes",5th Gen,AMD Radeon AMD,512GB,Yes,No,"1 x USB Type-C, 2 x USB 2.0",16GB DDR4,No,No,Yes,8 x 2GHz (Turbo Speed upto 4.5GHz) Cores,"Octa Core, 16 Threads",16MB,Built-in Dual Array Digital Microphones,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,"43Wh, 3 Cell Battery",325x216x17mm,No,"14-EC1008AU, 14-EC1008AU",14inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 157PPI,Built-in Dual Speakers,Yes,Realtek Wi-Fi CERTIFIED 6 (2x2),AMD,Pavilion,No,IPS,Yes,1year Onsite Warranty,"Micro-edge, Low Blue Light, Brightness: 400 nits, Color Gamut: 100%sRGB",No,5th Gen AMD Ryzen 7  5825U,No,v5.2,1.41kg,Ultrabook,75199.0
